NC_000852	JF411744
NC_043365	AF027657
NC_043366	U19239
NC_043367	X82047
NC_043368	X82049
NC_043369	X80481
NC_043370	X80480
NC_043371	X82046
NC_043372	X82045
NC_043373	X82048
NC_043382	M22820
NC_043383	U47034
NC_043384	J02413
NC_043385	FJ028650
NC_043386	KJ746622
NC_043387	DQ143875
NC_043388	DQ143874
NC_043389	AF335429
NC_043390	AY542958
NC_043392	AB025903
NC_043393	AF473549
NC_043394	S63913
NC_043395	EU118279
NC_043396	EU118277
NC_043397	EU118278
NC_043398	KP760461
NC_043399	KP760462
NC_043400	M81486
NC_043401	M81487
NC_043402	HM147991
NC_043403	HM147992
NC_043404	J02013
NC_043405	FJ849795
NC_043406	DQ399259
NC_043411	AJ278875
NC_043412	AM920542
NC_043413	AX025830
NC_043414	AX025718
NC_043416	FM213330
NC_043417	AJ440010
NC_043418	AJ438936
NC_043419	Y11530
NC_043420	AJ580095
NC_043421	AM774001
NC_043422	AM184113
NC_043423	FM212972
NC_043424	AJ581528
NC_043425	X63630
NC_043426	X00984
NC_043427	HE681887
NC_043429	AJ542498
NC_043430	AJ000898
NC_043432	AB781089
NC_043433	KT992056
NC_043434	KP792711
NC_043435	KP792713
NC_043436	KP792712
NC_043437	KP792707
NC_043438	KP792706
NC_043439	KP792705
NC_043440	KP792744
NC_043441	KP792746
NC_043442	KP792745
NC_043443	KR870031
NC_043444	KR870017
NC_043445	JQ867466
NC_043446	KT965075
NC_043447	KX656670
NC_043448	KX656671
NC_043449	AM749493
NC_043453	JQ599282
NC_043468	EU349277
NC_043469	JN672684
NC_043470	KM817608
NC_043471	KM817609
NC_043472	KM817604
NC_043473	KM817605
NC_043474	KX184715
NC_043475	KM817607
NC_043476	KM817606
NC_043477	KX272883
NC_043478	KX272885
NC_043479	KX272884
NC_043480	KX852389
NC_043481	KX852390
NC_043482	KX852391
NC_043483	KP900930
NC_043484	KR822819
NC_043485	KX257488
NC_043486	KX884408
NC_043487	M96262
NC_043488	KT966495
NC_043489	KT966491
NC_043490	KX883637
NC_043491	Z11866
NC_043492	DQ174318
NC_043493	DQ521573
NC_043494	EF159731
NC_043495	EU150130
NC_043496	EU150131
NC_043497	EU150132
NC_043498	EU150133
NC_043499	KX650645
NC_043500	KM817696
NC_043501	KM817757
NC_043502	KT972592
NC_043503	KT972590
NC_043504	KT972594
NC_043505	EU487200
NC_043506	KJ418374
NC_043507	KJ418376
NC_043508	KJ418375
NC_043509	LC063768
NC_043510	LC063770
NC_043511	LC063769
NC_043512	EU391643
NC_043513	FJ561298
NC_043514	JF265670
NC_043515	JN661160
NC_043516	JQ347522
NC_043517	KC769819
NC_043518	KF412901
NC_043519	KF478836
NC_043520	KP763670
NC_043521	KT598235
NC_043522	KT598247
NC_043523	KU508800
NC_043524	KX857725
NC_043525	KY203909
NC_043526	KY617094
NC_043528	KY703886
NC_043529	MF143631
NC_043530	MF375894
NC_043531	MF402918
NC_043532	MF509898
NC_043533	MF510408
NC_043534	MF642724
NC_043536	MF953305
NC_043537	MF997470
NC_043538	MG021441
NC_043539	MG573140
NC_043540	MG573141
NC_043541	MG584187
NC_043542	MG584188
NC_043543	MG584189
NC_043544	MG600090
NC_043546	FJ943510
NC_043547	FJ943505
NC_043548	FJ943508
NC_043549	HE795095
NC_043550	HE795093
NC_043551	HE795094
NC_043552	HE795097
NC_043553	HE795096
NC_043554	HE795098
NC_043555	HE795100
NC_043556	HE795099
NC_043557	HE795101
NC_043558	HM007350
NC_043559	HM007352
NC_043560	HM007351
NC_043561	HM627176
NC_043562	HM627177
NC_043563	HM627178
NC_043564	JN572062
NC_043565	JN572063
NC_043566	JN572064
NC_043567	JN572066
NC_043568	JN572065
NC_043569	JN572067
NC_043570	JN572071
NC_043571	JN572072
NC_043572	JN572073
NC_043573	JN968591
NC_043574	JN968592
NC_043575	JN968590
NC_043576	JQ675601
NC_043577	JQ675602
NC_043578	JQ675603
NC_043579	JX846605
NC_043580	JX846606
NC_043581	JX846604
NC_043582	KC355459
NC_043583	KC355457
NC_043584	KC355458
NC_043585	KF234073
NC_043586	KF234074
NC_043587	KF234075
NC_043588	KF697139
NC_043589	KF697140
NC_043590	KF697141
NC_043591	KF697153
NC_043592	KF697151
NC_043593	KF697152
NC_043594	KF697154
NC_043595	KF697155
NC_043596	KF697156
NC_043597	KF697160
NC_043598	KF697162
NC_043599	KF697161
NC_043600	KM225254
NC_043601	KM225256
NC_043602	KM225255
NC_043603	KM225258
NC_043604	KM225259
NC_043605	KM225257
NC_043606	KP792676
NC_043607	KP792678
NC_043608	KP792677
NC_043609	KT328592
NC_043610	KT328591
NC_043611	KT328593
NC_043612	KU178984
NC_043613	KU178985
NC_043614	KU178983
NC_043615	KX100131
NC_043616	KX100130
NC_043617	KX100132
NC_043618	KX100135
NC_043619	KX100134
NC_043620	KX100133
NC_043621	KX161718
NC_043622	KX161720
NC_043623	KX161719
NC_043627	KX817322
NC_043628	KX817323
NC_043629	KX817321
NC_043630	KX817325
NC_043631	KX817326
NC_043632	KX817324
NC_043633	KX817328
NC_043634	KX817327
NC_043635	KX817329
NC_043636	KX817332
NC_043637	KX817330
NC_043638	KX817331
NC_043639	KX817334
NC_043640	KX817335
NC_043641	KX817333
NC_043642	KY053854
NC_043643	KY053855
NC_043644	KY053856
NC_043645	MF066369
NC_043646	MF066368
NC_043647	MF066370
NC_043648	MG938506
NC_043649	MG938507
NC_043650	MH370823
NC_043651	MH370821
NC_043652	MH370822
NC_043653	MH370825
NC_043654	MH370826
NC_043655	MH370824
NC_043656	JQ045336
NC_043657	JQ045335
NC_043658	JQ045337
NC_043659	KP782030
NC_043660	KP782031
NC_043661	KP782029
NC_043662	KP900886
NC_043663	KP900888
NC_043664	KP900887
NC_043665	KP900889
NC_043666	KT581957
NC_043667	KT581959
NC_043668	KT581958
NC_043669	KT950837
NC_043670	KT950838
NC_043671	KT950839
NC_043672	KT950836
NC_043673	KP792688
NC_043674	KP792690
NC_043675	KP792689
NC_043676	FJ899675
NC_043677	FJ899676
NC_043678	FJ899677
NC_043679	KX774630
NC_043680	MG256515
NC_043681	KX774631
NC_043682	MH171300
NC_043683	LT593139
NC_043684	LT608395
NC_043685	LT608396
NC_043689	MH017273
NC_043690	MH017277
NC_043691	MH017283
NC_043692	MF497778
NC_043693	MF497775
NC_043694	MF497776
NC_043697	KF153117
NC_043698	KC510272
NC_043699	KF153118
NC_043767	KF024722
NC_044045	KJ196290
NC_044047	FJ692500
NC_044934	BD269513
NC_044935	AF083132
NC_044936	AF258784
NC_044937	JX997159
NC_044938	KJ755191
NC_044939	JX491653
NC_044940	MG432137
NC_044941	KM262844
NC_044942	KP055815
NC_044943	KM262845
NC_044944	AY261360
NC_044945	KM111294
NC_044946	KM111295
NC_044947	KM102979
NC_044948	KP843857
NC_044949	AY261366
NC_044950	AY261365
NC_044951	AY261364
NC_044952	AY261363
NC_044953	AY261362
NC_044954	AY261361
NC_044955	KX354450
NC_044956	AM712239
NC_044957	AM712240
NC_044958	FN557520
NC_044959	FR682468
NC_044960	LT841149
NC_045425	LC035386
NC_045512	MN908947
NC_046954	KY370046
NC_046955	KY370053
NC_046956	MF685025
NC_046957	MG600020
NC_046958	MG600022
NC_046959	MG600023
NC_046960	MG600024
NC_046961	MG600025
NC_046962	MG600028
NC_046963	MG600030
NC_046964	MH938449
NC_046965	MK359255
NC_047700	AP013546
NC_047701	AP013541
NC_047702	AP013542
NC_047703	AP013543
NC_047704	AP013544
NC_047705	AP013545
NC_047706	AP013547
NC_047707	AP013548
NC_047708	AP013549
NC_047709	AP013538
NC_047710	AP013539
NC_047711	AP013540
NC_047712	KJ019052
NC_047713	KJ019058
NC_047714	KJ019091
NC_047715	KX349310
NC_047716	KX349313
NC_047718	KJ019040
NC_047719	KJ019133
NC_047720	FR852584
NC_047721	JX875065
NC_047722	JX080300
NC_047723	JX080301
NC_047724	JX080302
NC_047725	JX080303
NC_047726	JX080304
NC_047727	JX080305
NC_047728	EU418428
NC_047729	KP687431
NC_047730	KP687432
NC_047731	KR902361
NC_047732	KR908644
NC_047733	KX349289
NC_047734	KX349294
NC_047735	JN797798
NC_047736	JN797796
NC_047737	KF800937
NC_047738	JX483873
NC_047739	JX486088
NC_047740	KC333879
NC_047741	KY065149
NC_047742	KF591601
NC_047743	HG793132
NC_047744	KJ010548
NC_047745	KJ094031
NC_047746	KJ502657
NC_047747	KR091952
NC_047748	KM576124
NC_047749	KM979355
NC_047750	KP137436
NC_047751	KP343639
NC_047752	KP966108
NC_047753	KT630647
NC_047754	KR422353
NC_047755	KT008108
NC_047756	KT001913
NC_047757	KT001914
NC_047758	LC063634
NC_047759	KT240186
NC_047760	KU052488
NC_047761	KU183006
NC_047762	KU197013
NC_047764	KX223815
NC_047765	KX179905
NC_047766	KX130726
NC_047767	KX171212
NC_047768	KX397280
NC_047769	KX279892
NC_047770	KX552041
NC_047771	KX591654
NC_047772	KX712070
NC_047773	KX712071
NC_047774	KX778611
NC_047775	KX774374
NC_047776	KX664695
NC_047777	KX669227
NC_047778	KX756572
NC_047779	KX856662
NC_047780	KY652723
NC_047781	KY652725
NC_047782	KY652724
NC_047783	KX237514
NC_047784	KX237515
NC_047785	KX828710
NC_047786	KX987158
NC_047787	KY000081
NC_047788	KY000084
NC_047789	KY084243
NC_047790	KY045851
NC_047791	KY087898
NC_047792	KY092479
NC_047793	KY092481
NC_047794	KY092480
NC_047795	KY092484
NC_047796	KY549443
NC_047797	KY124276
NC_047798	KY389315
NC_047799	KY389316
NC_047800	KY117485
NC_047801	KY250035
NC_047802	KY250034
NC_047803	KY290756
NC_047804	KY316062
NC_047805	KY318515
NC_047806	KY295891
NC_047807	KY295892
NC_047808	KY295894
NC_047809	KY295897
NC_047810	KX130960
NC_047811	KY385423
NC_047812	KY398841
NC_047813	KY442063
NC_047814	KY471386
NC_047815	KY448244
NC_047816	KY464836
NC_047817	KY271397
NC_047818	KY271398
NC_047819	LC216347
NC_047820	KY619305
NC_047821	KY626176
NC_047822	KY677846
NC_047823	KY694971
NC_047824	KY709296
NC_047825	KY780482
NC_047826	KY798120
NC_047827	KY798121
NC_047828	KY985004
NC_047829	KY962008
NC_047830	MF044458
NC_047831	MF034659
NC_047832	MF166859
NC_047833	MF276773
NC_047834	MF278336
NC_047835	MF402939
NC_047836	MF481197
NC_047837	MF361639
NC_047838	MF351863
NC_047839	MF370964
NC_047840	MF375456
NC_047841	MF415412
NC_047842	MF285615
NC_047843	MF285616
NC_047844	MF285620
NC_047845	MF403005
NC_047846	MF403006
NC_047847	MF158042
NC_047848	MF158039
NC_047849	MF612071
NC_047850	MF612072
NC_047851	MF668275
NC_047852	KU743887
NC_047853	AB609718
NC_047854	HQ110083
NC_047855	HF937074
NC_047856	KX452696
NC_047857	KX587949
NC_047858	KU946962
NC_047859	KY114934
NC_047860	MF621978
NC_047861	MF663786
NC_047862	MF614100
NC_047863	MG049919
NC_047864	KC960671
NC_047865	MF683623
NC_047866	KT949345
NC_047867	JX421753
NC_047868	JX483874
NC_047869	JX483879
NC_047870	JX483880
NC_047871	KJ591605
NC_047872	KJ586795
NC_047873	KX431888
NC_047874	MG250485
NC_047876	KY000221
NC_047877	KY000219
NC_047878	KY000220
NC_047879	KY000218
NC_047880	KY984068
NC_047881	KY963424
NC_047882	KY883655
NC_047883	MG599035
NC_047884	MF431737
NC_047885	MF431730
NC_047886	MF979561
NC_047887	MF979564
NC_047888	MF979559
NC_047889	MG004687
NC_047890	MG201401
NC_047891	MG099939
NC_047892	MG099940
NC_047893	MG050172
NC_047894	MG018929
NC_047895	MG488277
NC_047896	MG459218
NC_047897	MG252693
NC_047898	MG241338
NC_047899	MG251390
NC_047900	MG428991
NC_047901	MG428990
NC_047902	MG596799
NC_047903	MG545917
NC_047904	MG593800
NC_047905	MG593801
NC_047906	MG593803
NC_047907	MG552615
NC_047908	MG835568
NC_047909	MG711465
NC_047910	MG711462
NC_047911	MG711461
NC_047912	MG711464
NC_047913	MG711460
NC_047914	MG711467
NC_047915	MG711466
NC_047916	MG711463
NC_047917	MG736918
NC_047918	MG744354
NC_047919	MG766218
NC_047920	MG775042
NC_047921	MG770211
NC_047922	MG775258
NC_047923	MG832642
NC_047924	MG765277
NC_047925	MG765276
NC_047926	MG765279
NC_047927	MG845865
NC_047928	KX344510
NC_047929	KY684082
NC_047930	MG652450
NC_047931	MG765274
NC_047932	MG770379
NC_047933	MG845683
NC_047934	LT960606
NC_047935	LT961845
NC_047936	LT962379
NC_047937	LT962475
NC_047938	LT961732
NC_047939	JQ965700
NC_047940	JQ965703
NC_047941	MG878892
NC_047942	MG966531
NC_047943	KY264020
NC_047944	MG972768
NC_047945	MH078572
NC_047946	MG711516
NC_047947	MH102284
NC_047948	MH028956
NC_047949	MG676224
NC_047950	MG676225
NC_047951	HE956707
NC_047952	KY618819
NC_047953	MH107770
NC_047954	MH113812
NC_047955	MH113813
NC_047956	MH113814
NC_047957	MH113815
NC_047958	MH128984
NC_047959	MH051911
NC_047960	MH051918
NC_047961	MH059632
NC_047962	MH059633
NC_047963	MH059637
NC_047964	MH059639
NC_047965	MH179472
NC_047966	MH179473
NC_047967	LN610580
NC_047968	MH172261
NC_047969	MH172262
NC_047970	MH172263
NC_047971	MH172264
NC_047972	MH153799
NC_047973	MH153803
NC_047974	MH153804
NC_047975	MH153813
NC_047976	MH155873
NC_047977	MH183162
NC_047978	MH191398
NC_047979	MH203051
NC_047980	KY450753
NC_047981	KY971611
NC_047982	MF893341
NC_047983	MG020111
NC_047984	MH031343
NC_047985	MH491968
NC_047986	MH271301
NC_047987	MH271303
NC_047988	MH271304
NC_047989	MH271312
NC_047990	MH271313
NC_047991	MH271318
NC_047992	MH271320
NC_047993	MH271321
NC_047994	MH252123
NC_047995	MH248138
NC_047996	MH285980
NC_047997	MH268168
NC_047998	MF468274
NC_047999	MF001363
NC_048000	MF681663
NC_048001	MG387042
NC_048002	MH370477
NC_048003	MH382836
NC_048004	MH382198
NC_048005	MH370366
NC_048006	MH370367
NC_048007	MH370369
NC_048008	MH370376
NC_048009	MH370378
NC_048010	MH370379
NC_048011	MH370380
NC_048012	MH370386
NC_048013	MH370375
NC_048014	MH587638
NC_048015	MH512890
NC_048016	MH426724
NC_048017	MH509447
NC_048018	MH536812
NC_048019	MH536826
NC_048020	MH590600
NC_048021	MH590603
NC_048022	MH626557
NC_048023	MH400309
NC_048024	MH445453
NC_048025	MH464253
NC_048026	MH540083
NC_048027	MH479913
NC_048028	MH479925
NC_048029	MH684921
NC_048030	GU943031
NC_048031	GU943054
NC_048032	GU943065
NC_048033	GU943068
NC_048034	GU943073
NC_048035	MF754111
NC_048036	MF754112
NC_048037	MH447526
NC_048038	MH697589
NC_048039	MH651176
NC_048040	MH651185
NC_048041	MH645904
NC_048042	MH633484
NC_048043	MH633485
NC_048045	MH588544
NC_048046	MH588545
NC_048047	MH588546
NC_048048	MH588547
NC_048049	MH412654
NC_048050	KT997847
NC_048051	KT997876
NC_048052	MH460459
NC_048053	MH460461
NC_048054	MH460463
NC_048055	KY981272
NC_048056	MH807811
NC_048057	MH807813
NC_048058	MH807814
NC_048059	MH807815
NC_048060	MH807817
NC_048061	MH807818
NC_048062	MH631454
NC_048063	MH717709
NC_048064	MH729818
NC_048065	MH729819
NC_048066	MG592573
NC_048067	MH363708
NC_048068	MH727556
NC_048069	MH727560
NC_048070	MH727550
NC_048071	MF630921
NC_048072	MH825699
NC_048073	MH816966
NC_048074	MH800198
NC_048075	MH800199
NC_048076	MH800200
NC_048077	MH389777
NC_048078	MH717098
NC_048079	MH717099
NC_048080	MH746814
NC_048081	MH763831
NC_048082	MH779619
NC_048083	MH779504
NC_048084	MH809529
NC_048085	MH809531
NC_048086	MH830339
NC_048087	MH880817
NC_048088	MH845412
NC_048089	MK005300
NC_048090	MH834596
NC_048091	MH834603
NC_048092	MH834605
NC_048093	MH834610
NC_048094	MH834611
NC_048095	MH834614
NC_048096	MH834623
NC_048097	MH834629
NC_048098	MH834595
NC_048099	MH834606
NC_048100	MH834616
NC_048101	MK016495
NC_048102	MH920639
NC_048103	LC375533
NC_048104	CP031026
NC_048105	MG471392
NC_048106	MG450654
NC_048107	MH972260
NC_048108	MH809534
NC_048109	MK034952
NC_048110	MK050846
NC_048111	MK053931
NC_048112	MK105855
NC_048113	MK125141
NC_048114	MK134560
NC_048115	MK061413
NC_048116	MK095193
NC_048117	MK095202
NC_048118	MK095203
NC_048119	MK095209
NC_048120	MK095210
NC_048121	MG592536
NC_048122	MG592554
NC_048123	MG592574
NC_048124	MG592591
NC_048125	MG592625
NC_048126	MH688453
NC_048127	MK064564
NC_048128	MK064563
NC_048129	LC413193
NC_048130	LC413195
NC_048131	LC413194
NC_048132	MF564201
NC_048133	MH992513
NC_048134	MG557979
NC_048135	MK033136
NC_048136	MK301532
NC_048137	MK095606
NC_048138	MK203841
NC_048139	MK279841
NC_048140	MK279899
NC_048141	MK279906
NC_048142	MK278859
NC_048143	MK278861
NC_048144	MK308637
NC_048145	MK393882
NC_048146	MK376961
NC_048147	MH191395
NC_048148	MK387869
NC_048149	MK370036
NC_048151	MH925094
NC_048152	MK411746
NC_048153	MK305888
NC_048154	MK450421
NC_048155	MK450431
NC_048156	MG550110
NC_048157	MG550111
NC_048158	MG550113
NC_048159	MH107118
NC_048160	KY965934
NC_048161	MH491167
NC_048162	MH844531
NC_048163	MK310182
NC_048164	MK542821
NC_048165	MK524510
NC_048166	MK473373
NC_048167	MK474470
NC_048168	MH979674
NC_048169	MK524501
NC_048170	MK327938
NC_048171	MK016662
NC_048172	MK598851
NC_048173	MK514282
NC_048174	MK562503
NC_048175	MK618658
NC_048176	MK620899
NC_048177	MK629528
NC_048178	MK651787
NC_048179	MK673511
NC_048180	MK685668
NC_048181	MK737937
NC_048182	MK689364
NC_048183	HM559717
NC_048184	HQ633062
NC_048185	MK814757
NC_048186	MK373783
NC_048187	MK719710
NC_048188	MK719714
NC_048189	MK719729
NC_048190	MK719730
NC_048191	MK719733
NC_048192	MK450538
NC_048193	MK373772
NC_048194	MK373776
NC_048195	MK373777
NC_048196	MK373788
NC_048197	MH443100
NC_048198	MH443101
NC_048199	MK570053
NC_048200	LN889756
NC_048201	LN889995
NC_048202	LT841304
NC_048203	LR027389
NC_048205	LR027384
NC_048206	LR027388
NC_048207	MG770214
NC_048208	MK372342
NC_048209	KT166441
NC_048210	KY369968
NC_048211	KY967715
NC_048212	MG693168
NC_048213	KR902510
NC_048214	KM454473
NC_048215	KX947267
NC_048216	KY073745
NC_048217	AY700211
NC_048624	AP011956
NC_048625	AP018361
NC_048626	AP019535
NC_048627	AP019559
NC_048628	HE614282
NC_048629	HM640230
NC_048630	KF302037
NC_048631	HM072038
NC_048632	KR296689
NC_048633	KT725776
NC_048634	KT809368
NC_048635	KT809369
NC_048636	KT878766
NC_048637	KU230356
NC_048638	KU356690
NC_048639	KU356691
NC_048640	KX190833
NC_048641	KX227757
NC_048642	KX228399
NC_048643	KX228400
NC_048644	KX232515
NC_048645	KX431559
NC_048646	KX443552
NC_048647	KX452695
NC_048648	KX765862
NC_048649	KX826077
NC_048650	KX925554
NC_048651	KX965989
NC_048652	KY368640
NC_048653	KY514264
NC_048654	KY549659
NC_048655	KY620117
NC_048656	KY652726
NC_048657	KY653123
NC_048658	KY695153
NC_048659	KY769270
NC_048660	KY914485
NC_048661	KY996523
NC_048662	LC472881
NC_048663	LC472882
NC_048664	LC519601
NC_048665	LK985321
NC_048666	LR026998
NC_048667	MF176161
NC_048668	MF285618
NC_048669	MF324898
NC_048670	MF415410
NC_048671	MF431616
NC_048672	MF431617
NC_048673	MF448340
NC_048674	MF498775
NC_048675	MF623055
NC_048676	MF768470
NC_048677	MF787246
NC_048678	MF974396
NC_048679	MF974397
NC_048680	MF999224
NC_048681	MG029510
NC_048682	MG250486
NC_048683	MG280946
NC_048684	MG515223
NC_048685	MG518519
NC_048686	MG518520
NC_048687	MG596800
NC_048688	MG727695
NC_048689	MG727698
NC_048690	MG727699
NC_048691	MG727700
NC_048692	MG727701
NC_048693	MG727702
NC_048694	MG746602
NC_048695	MG757152
NC_048696	MG757156
NC_048697	MG775260
NC_048698	MG784342
NC_048699	MG897799
NC_048700	MG922974
NC_048701	MG969427
NC_048702	MG973030
NC_048703	MG983743
NC_048704	MH059638
NC_048705	MH077585
NC_048706	MH155868
NC_048707	MH248069
NC_048708	MH271315
NC_048709	MH375644
NC_048710	MH384259
NC_048711	MH384260
NC_048712	MH393889
NC_048713	MH401416
NC_048714	MH431931
NC_048715	MH431936
NC_048716	MH431937
NC_048717	MH454078
NC_048718	MH454079
NC_048719	MH536811
NC_048720	MH536814
NC_048721	MH576965
NC_048722	MH576968
NC_048723	MH590597
NC_048724	MH590599
NC_048725	MH598512
NC_048726	MH606185
NC_048727	MH631453
NC_048728	MH651172
NC_048729	MH651187
NC_048730	MH727564
NC_048731	MH745368
NC_048732	MH817999
NC_048733	MH825698
NC_048734	MH834613
NC_048735	MH884509
NC_048736	MH929319
NC_048737	MH983004
NC_048738	MH999279
NC_048739	MK016490
NC_048740	MK016500
NC_048741	MK024806
NC_048742	MK061412
NC_048743	MK279909
NC_048744	MK317959
NC_048745	MK340760
NC_048746	MK359302
NC_048747	MK368614
NC_048748	MK373796
NC_048749	MK376953
NC_048750	MK376957
NC_048751	MK388689
NC_048752	MK504443
NC_048753	MK504444
NC_048754	MK504446
NC_048756	MK605242
NC_048757	MK605245
NC_048758	MK618715
NC_048759	MK618717
NC_048760	MK728825
NC_048761	MK757449
NC_048762	MK759918
NC_048763	MK770411
NC_048765	MK795384
NC_048766	MK798143
NC_048767	MK798144
NC_048768	MK801733
NC_048769	MK804893
NC_048770	MK813938
NC_048771	MK813939
NC_048772	MK813941
NC_048773	MK813943
NC_048774	MK838112
NC_048775	MK838114
NC_048776	MK838115
NC_048777	MK878904
NC_048778	MK894435
NC_048779	MK905543
NC_048780	MK937613
NC_048781	MK947459
NC_048782	MK967380
NC_048783	MK967390
NC_048784	MK967393
NC_048785	MK972707
NC_048786	MK972715
NC_048787	MK977706
NC_048788	MK977709
NC_048789	MK977710
NC_048791	MK977715
NC_048792	MK994515
NC_048793	MN010761
NC_048794	MN022787
NC_048795	MN026741
NC_048796	MN038177
NC_048797	MN043729
NC_048798	MN044033
NC_048799	MN045229
NC_048800	MN062189
NC_048801	MN062711
NC_048802	MN095772
NC_048803	MN098326
NC_048804	MN098328
NC_048805	MN106244
NC_048806	MN131142
NC_048807	MN184887
NC_048808	MN187969
NC_048809	MN197465
NC_048810	MN204501
NC_048811	MN218191
NC_048812	MN234190
NC_048813	MN234207
NC_048814	MN234220
NC_048815	MN234232
NC_048816	MN284896
NC_048817	MN284904
NC_048818	MN316588
NC_048819	MN379739
NC_048820	MN444874
NC_048821	MN562221
NC_048822	MN585971
NC_048823	MN585982
NC_048824	MN585993
NC_048825	MN585996
NC_048826	MN586003
NC_048827	MN718199
NC_048828	MN732867
NC_048829	MN812203
NC_048830	MN812205
NC_048831	MN812206
NC_048832	MN812207
NC_048833	MN812208
NC_048834	MN812211
NC_048835	MN812212
NC_048836	MN812219
NC_048837	MN812224
NC_048838	MN812227
NC_048839	MN812229
NC_048840	MN812231
NC_048841	MN812234
NC_048842	MN812238
NC_048843	MN812239
NC_048844	MN812240
NC_048845	MN850594
NC_048847	MN877442
NC_048848	MN882550
NC_048849	MN882610
NC_048850	MN908688
NC_048851	MN945905
NC_048852	MN956514
NC_048853	MN970211
NC_048854	MN994275
NC_048855	MN994496
NC_048856	MN994502
NC_048857	MN994504
NC_048858	MT006233
NC_048859	MT006240
NC_048860	MT024863
NC_048861	MT028297
NC_048862	MT074429
NC_048863	MT074436
NC_048864	MT074439
NC_048865	MT074448
NC_048866	MT074449
NC_048867	MT074450
NC_048868	MT074457
NC_048869	MT074458
NC_048870	MT074459
NC_048871	MT074465
NC_048872	MT074466
NC_048873	MT178275
NC_048874	MT185428
NC_048875	MT230534
NC_048876	MT310850
NC_048877	MT310890
NC_048878	MT345684
NC_048892	BX571876
NC_049200	JX857692
NC_049340	AP019524
NC_049341	CP025874
NC_049342	CP025900
NC_049343	CP025901
NC_049344	CP025923
NC_049345	FR719956
NC_049346	KC182544
NC_049347	KC182545
NC_049348	KC182549
NC_049349	KC182550
NC_049350	KC438283
NC_049351	KC522412
NC_049352	KM091442
NC_049353	KM091444
NC_049354	KP793102
NC_049355	KP793104
NC_049356	KP793105
NC_049357	KP793108
NC_049358	KP793118
NC_049359	KP793120
NC_049360	KP793121
NC_049361	KP793122
NC_049362	KP793123
NC_049363	KP793124
NC_049364	KP793125
NC_049365	KP793129
NC_049366	KP793130
NC_049367	KP793131
NC_049368	KP793132
NC_049369	KP793133
NC_049370	KP793134
NC_049371	KU885988
NC_049372	KU885989
NC_049373	KX346249
NC_049374	KX379664
NC_049375	KX379665
NC_049376	KX379666
NC_049377	KX379671
NC_049378	KX765865
NC_049379	KX889068
NC_049381	KY554761
NC_049382	KY787213
NC_049383	LC168164
NC_049384	LC373201
NC_049385	LR595869
NC_049386	LR595870
NC_049387	LR595873
NC_049388	LR595883
NC_049389	LR595885
NC_049390	LR595887
NC_049391	LR595891
NC_049392	LR597637
NC_049393	LR597638
NC_049394	LR597640
NC_049395	LR597649
NC_049396	MF001362
NC_049397	MF448554
NC_049398	MF448555
NC_049399	MF448556
NC_049400	MF448557
NC_049401	MF448558
NC_049402	MF448559
NC_049403	MF448560
NC_049404	MF448561
NC_049405	MF448562
NC_049406	MF448563
NC_049407	MF448564
NC_049408	MF448565
NC_049409	MF448566
NC_049410	MF448567
NC_049411	MF448568
NC_049412	MF448569
NC_049413	MF448570
NC_049414	MF448571
NC_049415	MF448572
NC_049416	MF775669
NC_049417	MF775676
NC_049418	MF775678
NC_049419	MF775682
NC_049420	MF775685
NC_049421	MF775686
NC_049422	MF775693
NC_049423	MF775698
NC_049424	MF775703
NC_049425	MG253647
NC_049426	MG253652
NC_049427	MG383452
NC_049428	MG428992
NC_049429	MG589387
NC_049430	MG592410
NC_049431	MG592470
NC_049432	MG747435
NC_049433	MG748547
NC_049434	MG779474
NC_049435	MH015250
NC_049436	MH015256
NC_049437	MH370371
NC_049438	MH460829
NC_049439	MH709120
NC_049440	MH709121
NC_049441	MH713599
NC_049442	MH744419
NC_049443	MH791405
NC_049444	MH899585
NC_049445	MK278860
NC_049446	MK301438
NC_049447	MK301440
NC_049448	MK416011
NC_049450	MK416015
NC_049451	MK416018
NC_049452	MK422449
NC_049453	MK422453
NC_049454	MK433578
NC_049455	MK509462
NC_049456	MK863032
NC_049457	MK907237
NC_049458	MK972699
NC_049459	MK972711
NC_049460	MK972712
NC_049461	MN016939
NC_049462	MN045230
NC_049463	MN062186
NC_049464	MN095771
NC_049465	MN096362
NC_049466	MN136198
NC_049467	MN163281
NC_049468	MN183279
NC_049469	MN228696
NC_049470	MN234178
NC_049471	MN234234
NC_049472	MN478483
NC_049473	MN484600
NC_049474	MN552148
NC_049475	MN552149
NC_049476	MN552150
NC_049477	MN563793
NC_049478	MN586027
NC_049479	MN648195
NC_049480	MN689514
NC_049481	MN689517
NC_049482	MN689518
NC_049483	MN689519
NC_049484	MN689520
NC_049485	MN689522
NC_049486	MN689523
NC_049487	MN689524
NC_049488	MN689525
NC_049489	MN703411
NC_049490	MN709128
NC_049491	MN723850
NC_049492	MN732883
NC_049493	MN782535
NC_049494	MN864865
NC_049495	MN871491
NC_049496	MN871495
NC_049497	MN871498
NC_049498	MT024868
NC_049499	MT074469
NC_049500	MT074470
NC_049501	MT074471
NC_049502	MT074472
NC_049503	MT074474
NC_049504	MT074475
NC_049505	MT074477
NC_049506	MT074478
NC_049507	MT074479
NC_049508	MT074480
NC_049509	MT078988
